PassengerId,Survived,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Embarked_C,Embarked_Q,Embarked_S,Age_scaled,Fare_scaled,split
151,0,"Bateman, Rev. Robert James",51.0,0,0,S.O.P. 1166,12.525,Missing,False,True,False,True,False,False,False,False,False,True,False,False,True,1.6460591284076938,-0.39623469652696586,train
152,1,"Pears, Mrs. Thomas (Edith Wearne)",22.0,1,0,113776,66.6,C2,True,False,True,False,False,False,False,False,True,False,False,False,True,-0.5348911628688886,0.6925485130875209,train
153,0,"Meo, Mr. Alfonzo",55.5,0,0,A.5. 11206,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,1.984482449467853,-0.4863374216869257,train
154,0,"van Billiard, Mr. Austin Blyler",40.5,0,2,A/5. 851,14.5,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.8564047126006552,-0.35646868933346404,test
155,0,"Olsen, Mr. Ole Martin",25.0,0,0,Fa 265302,7.3125,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.5011867534870308,train
156,0,"Williams, Mr. Charles Duane",51.0,0,1,PC 17597,61.3792,Missing,False,True,True,False,False,False,False,True,False,False,True,False,False,1.6460591284076938,0.5874293382238074,train
157,1,"Gilnagh, Miss. Katherine ""Katie""",16.0,0,0,35851,7.7333,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.9861222576157678,-0.49271407711891657,train
158,0,"Corn, Mr. Harry",30.0,0,0,SOTON/OQ 392090,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.06675029679361683,-0.4863374216869257,test
159,0,"Smiljanic, Mr. Mile",25.0,0,0,315037,8.6625,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.47400492578514347,train
160,0,"Sage, Master. Thomas Henry",25.0,8,2,CA. 2343,69.55,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-0.3092756154954491,0.7519458402879414,train
161,0,"Cribb, Mr. John Hatfield",44.0,0,1,371362,16.1,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,1.1196228512030013,-0.32425318983493084,test
162,1,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",40.0,0,0,C.A. 33595,15.75,Missing,True,False,False,True,False,False,False,False,True,False,False,False,True,0.8188021213717487,-0.331300330350235,train
163,0,"Bengtsson, Mr. John Viktor",26.0,0,0,347068,7.775,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.23407043303763592,-0.4918744606632361,test
164,0,"Calic, Mr. Jovo",17.0,0,0,315093,8.6625,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.9109170751579546,-0.47400492578514347,train
165,0,"Panula, Master. Eino Viljami",1.0,4,1,3101295,39.6875,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-2.1141999944829655,0.1506737441786005,train
166,1,"Goldsmith, Master. Frank John William ""Frankie""",9.0,0,2,363291,20.525,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-1.51255853482046,-0.2351571990343002,test
167,1,"Chibnall, Mrs. (Edith Martha Bowerman)",35.0,0,1,113505,55.0,E33,True,False,True,False,False,False,False,False,True,False,False,False,True,0.4427762090826827,0.4589861417231558,train
168,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,1,4,347088,27.9,Missing,True,False,False,False,True,False,False,False,True,False,False,False,True,1.1948280336608146,-0.08666388103324908,train
169,0,"Baumann, Mr. John D",40.0,0,0,PC 17318,25.925,Missing,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,-0.12642988822675086,train
170,0,"Ling, Mr. Lee",28.0,0,0,1601,56.4958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.08366006812200955,0.48910360681684706,train
171,0,"Van der hoef, Mr. Wyckoff",61.0,0,0,111240,33.5,B19,False,True,True,False,False,False,False,True,False,False,False,False,True,2.3981109529858253,0.026090367211616904,train
172,0,"Rice, Master. Arthur",4.0,4,1,382652,29.125,Missing,False,True,False,False,True,True,False,False,False,False,False,True,False,-1.8885844471095259,-0.06199888922968463,train
173,1,"Johnson, Miss. Eleanor Ileen",1.0,1,1,347742,11.1333,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-2.1141999944829655,-0.4242561406845337,train
174,0,"Sivola, Mr. Antti Wilhelm",21.0,0,0,STON/O 2. 3101280,7.925,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.6100963453267019,-0.4888542575852486,train
175,0,"Smith, Mr. James Clinch",56.0,0,0,17764,30.6958,A7,False,True,True,False,False,False,False,True,False,False,True,False,False,2.0220850406967594,-0.030371322596999754,train
176,0,"Klasen, Mr. Klas Albin",18.0,1,1,350404,7.8542,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.8357118927001413,-0.4902797934380587,train
177,0,"Lefebre, Master. Henry Forbes",25.0,3,1,4133,25.4667,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-0.3092756154954491,-0.13565761536436197,train
178,0,"Isham, Miss. Ann Elizabeth",50.0,0,0,PC 17595,28.7125,C49,True,False,True,False,False,False,True,False,False,False,True,False,False,1.5708539459498805,-0.07030444769415023,train
179,0,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.06675029679361683,-0.3866707201133388,train
180,0,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.5179813915404959,-0.6484216535389205,train
181,0,"Sage, Miss. Constance Gladys",21.5,8,2,CA. 2343,69.55,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.5724937540977952,0.7519458402879414,test
182,0,"Pernot, Mr. Rene",30.0,0,0,SC/PARIS 2131,15.05,Missing,False,True,False,True,False,False,False,True,False,False,True,False,False,0.06675029679361683,-0.34539461138084326,train
183,0,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-1.51255853482046,-0.016444159470040135,train
184,1,"Becker, Master. Richard F",1.0,2,1,230136,39.0,F4,False,True,False,True,False,True,False,False,False,False,False,False,True,-2.1141999944829655,0.13683114673782454,train
185,1,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-1.8885844471095259,-0.20495516825442542,train
186,0,"Rood, Mr. Hugh Roscoe",40.0,0,0,113767,50.0,A32,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,0.3583127057902398,train
187,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",21.5,1,0,370365,15.5,Missing,True,False,False,False,True,False,False,False,True,False,False,True,False,-0.5724937540977952,-0.3363340021468808,test
188,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,0,0,111428,26.55,Missing,False,True,True,False,False,False,False,True,False,False,False,False,True,1.1948280336608146,-0.11384570873513637,train
189,0,"Bourke, Mr. John",40.0,1,1,364849,15.5,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,0.8188021213717487,-0.3363340021468808,train
190,0,"Turcin, Mr. Stjepan",36.0,0,0,349247,7.8958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.5179813915404959,-0.4894421904510968,train
191,1,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,Missing,True,False,False,True,False,False,False,False,True,False,False,False,True,0.2171606617092432,-0.3866707201133388,train
192,0,"Carbines, Mr. William",19.0,0,0,28424,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.7605067102423282,-0.3866707201133388,train
193,1,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.7605067102423282,-0.4902797934380587,train
194,1,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,F2,False,True,False,True,False,True,False,False,False,False,False,False,True,-1.9637896295673392,-0.12491978668775715,train
195,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,PC 17610,27.7208,B4,True,False,True,False,False,False,False,False,True,False,True,False,False,1.1196228512030013,-0.09027201697708476,train
196,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,B80,True,False,True,False,False,False,True,False,False,False,True,False,False,2.172495405612386,2.301728820789,train
197,0,"Mernagh, Mr. Robert",25.0,0,0,368703,7.75,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3092756154954491,-0.49237782784290063,test
198,0,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,4579,8.4042,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.969212486287375,-0.47920571548543794,train
199,1,"Madigan, Miss. Margaret ""Maggie""",21.5,0,0,370370,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5724937540977952,-0.49237782784290063,test
200,0,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,Missing,True,False,False,True,False,False,True,False,False,False,False,False,True,-0.3844807979532623,-0.3866707201133388,test
201,0,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,345770,9.5,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.08366006812200955,-0.45714212526638004,train
202,0,"Sage, Mr. Frederick",25.0,8,2,CA. 2343,69.55,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,0.7519458402879414,train
203,0,"Johanson, Mr. Jakob Alfred",34.0,0,0,3101264,6.4958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.36757102662486957,-0.5176307525123133,train
204,0,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,Missing,False,True,False,False,True,False,False,True,False,False,True,False,False,1.2324306248897212,-0.5029485386158568,train
205,1,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.8357118927001413,-0.4863374216869257,train
206,0,"Strom, Miss. Telma Matilda",2.0,0,1,347054,10.4625,G6,True,False,False,False,True,False,True,False,False,False,False,False,True,-2.038994812025152,-0.43776248884929375,train
207,0,"Backstrom, Mr. Karl Alfred",32.0,1,0,3101278,15.85,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.2171606617092432,-0.32928686163157667,train
208,1,"Albimona, Mr. Nassef Cassem",26.0,0,0,2699,18.7875,Missing,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.23407043303763592,-0.2701412180209885,train
209,1,"Carr, Miss. Helen ""Ellen""",16.0,0,0,367231,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.9861222576157678,-0.49237782784290063,train
210,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,A31,False,True,True,False,False,False,False,True,False,False,True,False,False,0.8188021213717487,-0.024246350754841113,train
211,0,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3844807979532623,-0.5064721088735089,train
212,1,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,Missing,True,False,False,True,False,False,True,False,False,False,False,False,True,0.4427762090826827,-0.22559322262067316,test
213,0,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5348911628688886,-0.5024451714361923,train
214,0,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.06675029679361683,-0.3866707201133388,train
215,0,"Kiernan, Mr. Philip",25.0,1,0,367229,7.75,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3092756154954491,-0.49237782784290063,train
216,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,D36,True,False,True,False,False,False,True,False,False,False,True,False,False,0.14195547925143,1.6323350375212924,train
217,1,"Honkanen, Miss. Eliina",27.0,0,0,STON/O2. 3101283,7.925,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.15886525057982273,-0.4888542575852486,test
218,0,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,243847,27.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.969212486287375,-0.10478509950117394,train
219,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,D15,True,False,True,False,False,False,True,False,False,False,True,False,False,0.2171606617092432,0.8876878608937296,train
220,0,"Harris, Mr. Walter",30.0,0,0,W/C 14208,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.06675029679361683,-0.43700743807979686,train
221,1,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.9861222576157678,-0.4863374216869257,train
222,0,"Bracken, Mr. James H",27.0,0,0,220367,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.15886525057982273,-0.3866707201133388,train
223,0,"Green, Mr. George Henry",51.0,0,0,21440,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,1.6460591284076938,-0.4863374216869257,train
224,0,"Nenkoff, Mr. Christo",25.0,0,0,349234,7.8958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.4894421904510968,train
225,1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,90.0,C93,False,True,True,False,False,False,False,True,False,False,False,False,True,0.6683917564561223,1.163700193253568,train
226,0,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,9.35,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5348911628688886,-0.4601623283443675,train
227,1,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.7605067102423282,-0.43700743807979686,train
228,0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.6476989365556084,-0.5024451714361923,train
229,0,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.8357118927001413,-0.3866707201133388,train
230,0,"Lefebre, Miss. Mathilde",21.5,3,1,4133,25.4667,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.5724937540977952,-0.13565761536436197,train
231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,83.475,C83,True,False,True,False,False,False,False,False,True,False,False,False,True,0.4427762090826827,1.0323213593611125,train
232,0,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.008454885664196365,-0.4918744606632361,train
233,0,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,13.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,2.2477005880701992,-0.3766033765200472,train
234,1,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,31.3875,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-1.8133792646517128,-0.016444159470040135,train
235,0,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.3844807979532623,-0.43700743807979686,train
236,0,"Harknett, Miss. Alice Phoebe",21.5,0,0,W./C. 6609,7.55,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.5724937540977952,-0.49640476528021726,train
237,0,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,1.1196228512030013,-0.12491978668775715,train
238,1,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,Missing,True,False,False,True,False,False,True,False,False,False,False,False,True,-1.5877637172782733,-0.11988611489111134,train
239,0,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.7605067102423282,-0.43700743807979686,train
240,0,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.29236584416705635,-0.4012683683236117,test
241,0,"Zabour, Miss. Thamine",21.5,1,0,2665,14.4542,Missing,True,False,False,False,True,False,True,False,False,False,True,False,False,-0.5724937540977952,-0.3573908580066095,train
242,1,"Murphy, Miss. Katherine ""Kate""",21.5,1,0,367230,15.5,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5724937540977952,-0.3363340021468808,test
243,0,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.008454885664196365,-0.43700743807979686,train
244,0,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,7.125,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5348911628688886,-0.5049620073345151,train
245,0,"Attalah, Mr. Sleiman",30.0,0,0,2694,7.225,Missing,False,True,False,False,True,False,False,True,False,False,True,False,False,0.06675029679361683,-0.5029485386158568,test
246,0,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,C78,False,True,True,False,False,False,False,False,False,True,False,True,False,1.1196228512030013,1.163700193253568,test
247,0,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,7.775,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.3092756154954491,-0.4918744606632361,train
248,1,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,Missing,True,False,False,True,False,False,False,False,True,False,False,False,True,-0.3844807979532623,-0.35646868933346404,train
249,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,D35,False,True,True,False,False,False,False,True,False,False,False,False,True,0.5931865739983091,0.40974072380221066,train
250,0,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,Missing,False,True,False,True,False,False,False,False,False,True,False,False,True,1.8716746757811333,-0.12491978668775715,train
251,0,"Reed, Mr. James George",25.0,0,0,362316,7.25,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.5024451714361923,train
252,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,10.4625,G6,True,False,False,False,True,False,False,False,True,False,False,False,True,-0.008454885664196365,-0.43776248884929375,train
253,0,"Stead, Mr. William Thomas",62.0,0,0,113514,26.55,C87,False,True,True,False,False,False,False,True,False,False,False,False,True,2.4733161354436386,-0.11384570873513637,test
254,0,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,16.1,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.06675029679361683,-0.32425318983493084,train
255,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,Missing,True,False,False,False,True,False,False,False,True,False,False,False,True,0.8940073038295618,-0.2414492887801075,train
256,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,Missing,True,False,False,False,True,False,False,False,True,False,True,False,False,-0.008454885664196365,-0.3414522396297103,train
257,1,"Thorne, Mrs. Gertrude Maybelle",35.0,0,0,PC 17585,79.2,Missing,True,False,True,False,False,False,False,False,True,False,True,False,False,0.4427762090826827,0.9462455716384695,train
258,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,B77,True,False,True,False,False,False,True,False,False,False,False,False,True,0.06675029679361683,1.093228788100527,train
259,1,"Ward, Miss. Anna",35.0,0,0,PC 17755,512.3292,Missing,True,False,True,False,False,False,True,False,False,False,True,False,False,0.4427762090826827,9.667166525013505,train
260,1,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,Missing,True,False,False,True,False,False,False,False,True,False,False,False,True,1.5708539459498805,-0.12491978668775715,train
261,0,"Smith, Mr. Thomas",25.0,0,0,384461,7.75,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3092756154954491,-0.49237782784290063,train
262,1,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,Missing,False,True,False,False,True,True,False,False,False,False,False,False,True,-1.9637896295673392,-0.016444159470040135,train
263,0,"Taussig, Mr. Emil",52.0,1,1,110413,79.65,E67,False,True,True,False,False,False,False,True,False,False,False,False,True,1.7212643108655068,0.955306180872432,train
264,0,"Harrison, Mr. William",40.0,0,0,112059,0.0,B94,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,-0.6484216535389205,train
265,0,"Henry, Miss. Delia",21.5,0,0,382649,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5724937540977952,-0.49237782784290063,train
266,0,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.5179813915404959,-0.43700743807979686,train
267,0,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.9861222576157678,0.1506737441786005,train
268,1,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,7.775,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.4918744606632361,train
269,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,C125,True,False,True,False,False,False,False,False,True,False,False,False,True,2.172495405612386,2.441497778832105,train
270,1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,135.6333,C99,True,False,True,False,False,False,True,False,False,False,False,False,True,0.4427762090826827,2.0825124140450755,train
271,0,"Cairns, Mr. Alexander",40.0,0,0,113798,31.0,Missing,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,-0.024246350754841113,train
272,1,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3092756154954491,-0.6484216535389205,test
273,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,Missing,True,False,False,True,False,False,False,False,True,False,False,False,True,0.8940073038295618,-0.255795253400548,train
274,0,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,29.7,C118,False,True,True,False,False,False,False,True,False,False,True,False,False,0.5931865739983091,-0.05042144409739929,train
275,1,"Healy, Miss. Hanora ""Nora""",21.5,0,0,370375,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5724937540977952,-0.49237782784290063,train
276,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,D7,True,False,True,False,False,False,True,False,False,False,False,False,True,2.548521317901452,0.921244330558889,test
277,0,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,1.1948280336608146,-0.49237782784290063,train
278,0,"Parkes, Mr. Francis ""Frank""",30.0,0,0,239853,0.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.06675029679361683,-0.6484216535389205,train
279,0,"Rice, Master. Eric",7.0,4,1,382652,29.125,Missing,False,True,False,False,True,True,False,False,False,False,False,True,False,-1.6629688997360863,-0.06199888922968463,train
280,1,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,20.25,Missing,True,False,False,False,True,False,False,False,True,False,False,False,True,0.4427762090826827,-0.24069423801061057,test
281,0,"Duane, Mr. Frank",65.0,0,0,336439,7.75,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,2.6989316828170784,-0.49237782784290063,train
282,0,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.08366006812200955,-0.4902797934380587,train
283,0,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,9.5,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.9861222576157678,-0.45714212526638004,train
284,1,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,8.05,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.7605067102423282,-0.4863374216869257,train
285,0,"Smith, Mr. Richard William",40.0,0,0,113056,26.0,A19,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,-0.12491978668775715,train
286,0,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,Missing,False,True,False,False,True,False,False,True,False,False,True,False,False,0.29236584416705635,-0.47400492578514347,train
287,1,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,0.06675029679361683,-0.45714212526638004,train
288,0,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.5348911628688886,-0.4894421904510968,train
289,1,"Hosono, Mr. Masabumi",42.0,0,0,237798,13.0,Missing,False,True,False,True,False,False,False,True,False,False,False,False,True,0.969212486287375,-0.3866707201133388,train
290,1,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5348911628688886,-0.49237782784290063,train
291,1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,78.85,Missing,True,False,True,False,False,False,True,False,False,False,False,False,True,-0.23407043303763592,0.9391984311231651,train
292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,B49,True,False,True,False,False,False,False,False,True,False,True,False,False,-0.7605067102423282,1.1854295476653287,train
293,0,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,D,False,True,False,True,False,False,False,True,False,False,True,False,False,0.5179813915404959,-0.3891875560116617,train
294,0,"Haas, Miss. Aloisia",24.0,0,0,349236,8.85,Missing,True,False,False,False,True,False,True,False,False,False,False,False,True,-0.3844807979532623,-0.4702296719376591,test
295,0,"Mineff, Mr. Ivan",24.0,0,0,349233,7.8958,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.3844807979532623,-0.4894421904510968,train
296,0,"Lewy, Mr. Ervin G",40.0,0,0,PC 17612,27.7208,Missing,False,True,True,False,False,False,False,True,False,False,True,False,False,0.8188021213717487,-0.09027201697708476,test
297,0,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,Missing,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.42208338918216887,-0.5028639729296732,test
298,0,"Allison, Miss. Helen Loraine",2.0,1,2,113781,151.55,C22 C26,True,False,True,False,False,False,True,False,False,False,False,False,True,-2.038994812025152,2.4029901895877646,test
299,1,"Saalfeld, Mr. Adolphe",40.0,0,0,19988,30.5,C106,False,True,True,False,False,False,False,True,False,False,False,False,True,0.8188021213717487,-0.034313694348132716,train
300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,B58 B60,True,False,True,False,False,False,False,False,True,False,True,False,False,1.5708539459498805,4.335332226633905,train
301,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",21.5,0,0,9234,7.75,Missing,True,False,False,False,True,False,True,False,False,False,False,True,False,-0.5724937540977952,-0.49237782784290063,test
302,1,"McCoy, Mr. Bernard",25.0,2,0,367226,23.25,Missing,False,True,False,False,True,False,False,True,False,False,False,True,False,-0.3092756154954491,-0.18029017645086096,train
303,0,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,Missing,False,True,False,False,True,False,False,True,False,False,False,False,True,-0.7605067102423282,-0.6484216535389205,train
